,gvkey,linkprim,liid,linktype,lpermno,lpermco,usedflag,linkdt,linkenddt
39861,022201,P,01,LC,15180.0,55171.0,1.0,2015-01-16,
39862,022205,C,00X,NR,,,-1.0,1989-01-01,1990-06-04
39863,022205,P,01,LC,76195.0,10625.0,1.0,1990-06-05,
39864,022207,C,00X,NU,,,-1.0,1995-01-01,1995-07-30
39865,022207,P,01,NU,,,-1.0,1995-07-31,1996-06-12
39866,022207,P,01,LU,83671.0,14722.0,1.0,1996-06-13,
39867,022208,P,01,NR,,,-1.0,1996-01-27,1996-02-29
39868,022208,P,01,LC,76380.0,10627.0,1.0,1990-06-06,1996-01-26
39869,022221,C,00X,NR,,,-1.0,1989-05-01,1992-10-15
39870,022221,P,01,LC,77990.0,11749.0,1.0,1992-10-16,2002-08-05
39871,022221,P,01,LC,89485.0,43452.0,1.0,2002-08-06,2010-11-15
39872,022225,P,01,NR,,,-1.0,2014-12-31,
39873,022225,N,02,NR,,,-1.0,2018-02-22,
39874,022225,N,02,LC,15175.0,55144.0,1.0,2015-01-07,2018-02-21
39875,022228,C,00X,NU,,,-1.0,1991-06-01,1994-01-23
39876,022228,P,01,LU,80143.0,12790.0,1.0,1994-01-24,1997-03-31
39877,022229,C,00X,NR,,,-1.0,2012-01-01,2014-12-02
39878,022229,P,01,LC,15132.0,55148.0,1.0,2014-12-03,
39879,022230,C,00X,NR,,,-1.0,2013-01-01,2014-12-18
39880,022230,P,01,LC,15134.0,55150.0,1.0,2014-12-19,2018-03-29
39881,022231,C,00X,NU,,,-1.0,1986-01-01,1990-06-21
39882,022231,P,01,LU,76424.0,10648.0,1.0,1990-06-22,2000-03-31
39883,022232,P,01,LS,15038.0,53120.0,1.0,2014-11-19,2016-04-29
39884,022241,C,00X,NU,,,-1.0,1985-07-01,1990-07-30
39885,022241,P,01,LU,76326.0,10638.0,1.0,1990-07-31,1993-03-31
39886,022248,P,01,NR,,,-1.0,1990-06-29,2000-04-19
39887,022248,P,01,NR,,,-1.0,2006-05-16,2008-09-30
39888,022248,P,01,LC,88206.0,37198.0,1.0,2000-04-20,2006-05-15
39889,022249,P,01,LU,76198.0,10628.0,1.0,1990-06-07,1996-10-31
39890,022250,C,00X,NR,,,-1.0,1989-01-01,1990-06-04
39891,022250,P,01,LU,76194.0,10621.0,1.0,1990-06-05,2004-01-30
39892,022251,C,00X,NU,,,-1.0,1984-07-01,1986-11-27
39893,022251,P,01,LU,78732.0,10626.0,1.0,1990-06-06,1992-02-28
39894,022251,C,01C,NU,,,-1.0,1986-11-28,1990-06-05
39895,022251,N,01C,NU,,,-1.0,1992-02-04,1992-02-29
39896,022251,C,01C,NU,,,-1.0,1992-03-01,1992-06-30
39897,022251,N,01C,LX,78732.0,10626.0,-1.0,1990-06-06,1992-02-03
39898,022252,C,00X,NU,,,-1.0,1979-01-01,1979-07-22
39899,022252,C,00X,LU,64872.0,3458.0,1.0,1979-07-23,1979-07-30
39900,022252,P,01,NU,,,-1.0,1986-06-13,1986-06-30
39901,022252,P,01,LU,64872.0,3458.0,1.0,1979-07-31,1986-06-12
39902,022252,C,99X,NU,,,-1.0,1986-07-01,1996-09-30
39903,022253,C,00X,NU,,,-1.0,1989-09-01,1990-05-17
39904,022253,P,01,LU,76182.0,26073.0,1.0,1990-05-18,2014-06-30
39905,022254,C,00X,NU,,,-1.0,1989-11-01,1990-05-17
39906,022254,P,01,NU,,,-1.0,1995-01-11,1995-02-28
39907,022254,P,01,LU,76183.0,26074.0,1.0,1990-05-18,1995-01-10
39908,022255,C,00X,NU,,,-1.0,1989-01-01,1990-03-29
39909,022255,P,01,NU,,,-1.0,1990-03-30,1990-04-11
39910,022255,P,01,LU,76158.0,26063.0,1.0,1990-04-12,1999-05-28
39911,022257,C,00X,NU,,,-1.0,1988-01-01,1990-05-30
39912,022257,P,01,NU,,,-1.0,1998-07-15,1999-01-29
39913,022257,P,01,LU,76150.0,26060.0,1.0,1990-05-31,1998-07-14
39914,022258,C,00X,NR,,,-1.0,2012-01-01,2014-12-17
39915,022258,P,01,LC,15125.0,55143.0,1.0,2014-12-18,
39916,022259,C,00X,NU,,,-1.0,1985-01-01,1989-05-30
39917,022259,P,01,LU,59790.0,4403.0,1.0,1989-05-31,1995-11-30
39918,022259,C,99X,NU,,,-1.0,1995-12-01,1996-01-31
39919,022260,C,00X,NR,,,-1.0,1990-01-01,1990-05-16
39920,022260,P,02,LC,76171.0,10604.0,1.0,1990-05-17,2006-11-30
39921,022260,P,04,LC,12622.0,53696.0,1.0,2011-03-10,
39922,022261,C,00X,NR,,,-1.0,1986-01-01,1990-05-02
39923,022261,P,01,NR,,,-1.0,1995-09-30,1995-10-31
39924,022261,P,01,LC,76168.0,10583.0,1.0,1990-05-03,1995-09-29
39925,022262,C,00X,NU,,,-1.0,1987-01-01,1990-05-17
39926,022262,C,01,NU,,,-1.0,1997-01-22,2007-11-30
39927,022262,C,01,LU,76173.0,10605.0,1.0,1990-05-18,1997-01-21
39928,022263,C,00X,NU,,,-1.0,1989-01-01,1990-06-11
39929,022263,P,01,LU,76200.0,10635.0,1.0,1990-06-12,1999-06-30
39930,022264,C,00X,NU,,,-1.0,1989-04-01,1990-05-17
39931,022264,P,01,NU,,,-1.0,1996-07-16,1996-08-30
39932,022264,P,01,LU,76174.0,10606.0,1.0,1990-05-18,1996-07-15
39933,022265,P,01,NU,,,-1.0,1993-08-10,1993-09-30
39934,022265,P,01,LU,76192.0,10620.0,1.0,1990-06-04,1993-08-09
39935,022265,C,99X,NU,,,-1.0,1993-10-01,1996-02-29
39936,022266,C,00X,NR,,,-1.0,2012-01-01,2015-11-10
39937,022266,P,90,LC,15829.0,55475.0,1.0,2015-11-11,2018-02-28
39938,022270,C,00X,NR,,,-1.0,1985-01-01,1988-12-30
39939,022270,C,00X,LC,25698.0,1144.0,1.0,1988-12-31,1989-06-16
39940,022270,P,01,NR,,,-1.0,2004-12-31,2004-12-31
39941,022282,C,00X,NU,,,-1.0,1993-01-01,1995-08-30
39942,022282,P,01,NU,,,-1.0,1995-08-31,1996-08-13
39943,022282,P,01,LU,83886.0,14903.0,1.0,1996-08-14,2000-01-31
39944,022283,C,00X,NU,,,-1.0,1989-01-01,1990-07-31
39945,022283,P,01,LU,76418.0,10705.0,1.0,1990-08-01,1992-02-28
39946,022284,C,00X,NR,,,-1.0,2012-01-01,2016-11-03
39947,022284,P,01,LC,16471.0,55794.0,1.0,2016-11-04,
39948,022294,C,00X,NU,,,-1.0,1990-04-01,1994-02-02
39949,022294,C,01,NU,,,-1.0,1998-10-13,
39950,022294,C,01,LU,80273.0,12819.0,1.0,1994-02-03,1998-10-12
39951,022303,C,00X,NU,,,-1.0,1990-01-01,1990-06-12
39952,022303,P,01,LU,76312.0,10636.0,1.0,1990-06-13,1994-10-31
39953,022306,C,00X,NU,,,-1.0,1990-01-01,1990-06-12
39954,022306,P,01,LU,76202.0,10637.0,1.0,1990-06-13,2015-02-27
39955,022307,P,01,LC,15041.0,55093.0,1.0,2014-11-25,
39956,022308,C,00X,NU,,,-1.0,1989-01-01,1990-06-12
39957,022308,P,01,LU,76367.0,10639.0,1.0,1990-06-13,2010-08-31
39958,022309,C,00X,NU,,,-1.0,1990-01-01,1990-06-13
39959,022309,P,01,LU,76237.0,10640.0,1.0,1990-06-14,1991-07-31
39960,022310,P,01,LC,15047.0,55096.0,1.0,2014-11-24,
39961,022315,P,01,LS,15049.0,43629.0,1.0,2014-11-26,
39962,022316,C,00X,NR,,,-1.0,2014-03-01,2015-05-17
39963,022316,J,01,NR,,,-1.0,2015-05-29,2016-12-30
39964,022316,P,02,LC,15362.0,55263.0,1.0,2015-05-18,2016-12-30
39965,022325,C,00X,NU,,,-1.0,1989-04-01,1990-06-11
39966,022325,P,01,LU,76201.0,10634.0,1.0,1990-06-12,
39967,022330,C,00X,NR,,,-1.0,2012-01-01,2014-12-04
39968,022330,P,01,LC,15090.0,55127.0,1.0,2014-12-05,2016-07-29
39969,022338,P,01,NU,,,-1.0,2001-12-31,
39970,022338,P,01,LU,76454.0,10642.0,1.0,1990-06-29,2001-12-30
39971,022343,C,00X,NR,,,-1.0,2009-01-01,2014-12-16
39972,022343,P,01,LC,15091.0,55128.0,1.0,2014-12-17,2018-10-31
39973,022345,C,00X,NU,,,-1.0,1990-04-01,1992-02-13
39974,022345,P,01,NU,,,-1.0,1999-08-18,2002-11-29
39975,022345,P,01,LU,77343.0,11345.0,1.0,1992-02-14,1999-08-17
39976,022347,C,00X,NR,,,-1.0,2014-01-01,2014-12-02
39977,022347,P,01,LS,15104.0,54464.0,1.0,2014-12-03,
39978,022359,C,00X,NR,,,-1.0,2014-01-01,2014-12-03
39979,022359,P,01,LS,15103.0,37493.0,1.0,2014-12-04,
39980,022360,C,00X,NU,,,-1.0,1990-10-01,1995-04-23
39981,022360,P,01,LU,81537.0,13692.0,1.0,1995-04-24,2001-04-30
39982,022373,P,01,NR,,,-1.0,1992-06-30,1999-07-06
39983,022373,P,01,LC,87053.0,16636.0,1.0,1999-07-07,
39984,022380,C,00X,NR,,,-1.0,1995-07-01,1996-09-29
39985,022380,C,01,NR,,,-1.0,1996-09-30,1997-11-04
39986,022380,C,01,NR,,,-1.0,1999-02-11,
39987,022380,C,01,LC,85525.0,15801.0,1.0,1997-11-05,1999-02-10
39988,022381,C,00X,NR,,,-1.0,2014-01-01,2014-12-08
39989,022381,P,01,LS,15102.0,37493.0,1.0,2014-12-09,
39990,022382,C,00X,NR,,,-1.0,2014-01-01,2014-12-09
39991,022382,P,01,LS,15138.0,54066.0,1.0,2014-12-10,
39992,022383,C,00X,NU,,,-1.0,1991-07-01,1993-03-22
39993,022383,P,01,LU,78957.0,12029.0,1.0,1993-03-23,2002-01-31
39994,022386,C,00X,NR,,,-1.0,2014-01-01,2014-12-09
39995,022386,P,01,LS,15118.0,50852.0,1.0,2014-12-10,
39996,022387,C,00X,NR,,,-1.0,2013-06-01,2014-12-30
39997,022387,N,01,NR,,,-1.0,2015-03-31,2018-10-31
39998,022387,P,01,NR,,,-1.0,2018-11-01,2018-11-01
39999,022387,P,01,LC,18221.0,56575.0,1.0,2018-11-02,
40000,022387,C,01C,NR,,,-1.0,2014-12-31,2018-10-31
40001,022387,N,01C,NR,,,-1.0,2018-11-01,2018-11-01
40002,022387,N,01C,LX,18221.0,56575.0,-1.0,2018-11-02,
40003,022390,C,00X,NR,,,-1.0,2014-01-01,2014-12-09
40004,022390,P,01,LS,15101.0,53807.0,1.0,2014-12-10,
40005,022392,C,00X,NU,,,-1.0,1989-10-01,1994-08-15
40006,022392,P,01,LU,80799.0,13266.0,1.0,1994-08-16,1999-05-28
40007,022397,C,00X,NR,,,-1.0,2011-01-01,2014-12-11
40008,022397,P,01,LC,15120.0,55142.0,1.0,2014-12-12,2016-01-29
40009,022398,C,00X,NU,,,-1.0,1989-01-01,1990-06-28
40010,022398,C,01,NU,,,-1.0,1990-06-29,1991-05-23
40011,022398,C,01,LU,76898.0,10949.0,1.0,1991-05-24,2006-12-29
40012,022399,C,00X,NR,,,-1.0,2014-01-01,2014-12-09
40013,022399,P,01,LS,15100.0,54386.0,1.0,2014-12-10,
40014,022403,P,01,LU,76205.0,10650.0,1.0,1990-06-22,1999-07-30
40015,022404,C,00X,NU,,,-1.0,1989-10-01,1990-10-11
40016,022404,P,01,NU,,,-1.0,2001-08-01,
40017,022404,P,01,LU,76510.0,28933.0,1.0,1990-10-12,2001-07-31
40018,022407,C,00X,NU,,,-1.0,1995-01-01,1995-08-30
40019,022407,P,02,NU,,,-1.0,1995-08-31,1995-12-10
40020,022407,P,02,LU,82677.0,14204.0,1.0,1995-12-11,1997-01-31
40021,022439,C,00X,NR,,,-1.0,2015-01-01,2017-12-06
40022,022439,P,01,LC,17178.0,56190.0,1.0,2017-12-07,
40023,022447,C,00X,NR,,,-1.0,1988-01-01,1992-12-30
40024,022447,C,01,NR,,,-1.0,1992-12-31,1993-06-10
40025,022447,C,01,NR,,,-1.0,2011-12-28,2012-08-31
40026,022447,C,01,LC,79259.0,12195.0,1.0,1993-06-11,2011-12-27
40027,022447,P,02,NR,,,-1.0,2012-09-28,2014-07-21
40028,022447,P,02,LC,14773.0,54933.0,1.0,2014-07-22,
40029,022449,P,01,NR,,,-1.0,2015-01-30,2018-10-22
40030,022449,P,01,LC,18151.0,56545.0,1.0,2018-10-23,
40031,022449,J,01C,LX,18151.0,56545.0,-1.0,2016-10-31,2017-06-30
40032,022449,N,01C,LX,18151.0,56545.0,-1.0,2017-07-01,
40033,022459,C,00X,NR,,,-1.0,2011-01-01,2015-01-15
40034,022459,P,01,LC,15142.0,55155.0,1.0,2015-01-16,
40035,022460,P,01,NR,,,-1.0,2016-07-29,2018-02-26
40036,022460,P,01,LC,17316.0,56268.0,1.0,2018-02-27,
40037,022460,C,01C,NR,,,-1.0,2014-12-31,2016-07-28
40038,022460,N,01C,NR,,,-1.0,2016-07-29,2018-02-26
40039,022460,N,01C,LX,17316.0,56268.0,-1.0,2018-02-27,
40040,022461,C,00X,NU,,,-1.0,1989-04-01,1990-06-25
40041,022461,P,01,LU,76207.0,10652.0,1.0,1990-06-26,2017-03-31
40042,022466,C,00X,NR,,,-1.0,1989-04-01,1990-07-30
40043,022466,C,01,NU,,,-1.0,1990-07-31,1993-08-16
40044,022466,C,01,NR,,,-1.0,1996-09-27,2005-04-29
40045,022466,C,01,LU,79287.0,12215.0,1.0,1993-08-17,1996-09-26
40046,022480,C,00X,NR,,,-1.0,2013-11-01,2015-02-26
40047,022480,P,01,NR,,,-1.0,2015-02-27,2015-03-31
40048,022480,C,01,NR,,,-1.0,2015-04-01,2015-04-05
40049,022480,N,01,NR,,,-1.0,2015-04-06,2016-07-31
40050,022480,P,02,LC,15292.0,55194.0,1.0,2015-04-06,2016-07-29
40051,022482,C,00X,NR,,,-1.0,2014-01-01,2014-12-16
40052,022482,P,01,LS,15124.0,55045.0,1.0,2014-12-17,
40053,022483,C,00X,NR,,,-1.0,2014-01-01,2014-12-16
40054,022483,P,01,LS,15121.0,55045.0,1.0,2014-12-17,
40055,022484,C,00X,NR,,,-1.0,2014-01-01,2014-12-30
40056,022484,P,01,NR,,,-1.0,2014-12-31,2015-01-30
40057,022484,P,02,LC,15223.0,55151.0,1.0,2015-02-02,
40058,022488,C,00X,NR,,,-1.0,2014-01-01,2014-12-16
40059,022488,P,01,LS,17390.0,56316.0,1.0,2014-12-17,
40060,022495,C,00X,NU,,,-1.0,1989-02-01,1990-08-23
40061,022495,C,01,NU,,,-1.0,1993-08-27,
40062,022495,C,01,LU,76351.0,10737.0,1.0,1990-08-24,1993-08-26
40063,022496,C,00X,NR,,,-1.0,1960-01-01,1966-01-30
40064,022496,C,01,NR,,,-1.0,1968-08-02,1990-01-28
40065,022496,C,01,NR,,,-1.0,2000-11-21,2001-05-07
40066,022496,C,01,NR,,,-1.0,2009-12-19,
40067,022496,C,01,LC,84911.0,26020.0,1.0,1966-01-31,1968-08-01
40068,022496,C,01,LC,84911.0,26020.0,1.0,1990-01-29,2000-11-20
40069,022496,C,01,LC,84911.0,26020.0,1.0,2001-05-08,2009-12-18
40070,022500,C,00X,NR,,,-1.0,2007-01-01,2008-03-30
40071,022500,P,01,NR,,,-1.0,2008-03-31,2009-10-20
40072,022500,P,01,LC,93087.0,53254.0,1.0,2009-10-21,
40073,022507,C,01,NR,,,-1.0,1995-07-31,1997-12-15
40074,022507,C,01,NR,,,-1.0,2010-10-22,2014-10-31
40075,022507,C,01,LC,85685.0,15891.0,1.0,1997-12-16,2010-10-21
40076,022515,C,00X,NR,,,-1.0,2012-01-01,2015-01-15
40077,022515,P,01,NR,,,-1.0,2017-11-23,2018-07-03
40078,022515,P,01,LC,15164.0,55161.0,1.0,2015-01-16,2017-11-22
40079,022523,C,00X,NR,,,-1.0,1992-07-01,1993-03-22
40080,022523,P,01,NR,,,-1.0,1996-01-27,1996-02-29
40081,022523,P,01,LC,78973.0,12033.0,1.0,1993-03-23,1996-01-26
40082,022524,C,00X,NU,,,-1.0,1986-01-01,1990-06-28
40083,022524,P,01,LU,76212.0,10660.0,1.0,1990-06-29,1996-07-31
40084,022525,C,00X,NU,,,-1.0,1989-01-01,1990-06-26
40085,022525,P,01,LU,76210.0,10656.0,1.0,1990-06-27,2000-02-29
40086,022528,C,00X,NU,,,-1.0,1989-04-01,1990-06-28
40087,022528,P,01,NU,,,-1.0,2001-04-28,2001-10-31
40088,022528,P,01,LU,76267.0,10659.0,1.0,1990-06-29,2001-04-27
40089,022529,C,00X,NU,,,-1.0,1988-01-01,1990-06-28
40090,022529,P,01,LU,76395.0,10662.0,1.0,1990-06-29,1992-05-29
40091,022531,C,00X,NU,,,-1.0,1986-01-01,1990-06-28
40092,022531,P,01,LU,76213.0,10661.0,1.0,1990-06-29,1994-10-31
40093,022532,C,00X,NU,,,-1.0,1989-01-01,1990-06-28
40094,022532,P,01,LU,76214.0,10657.0,1.0,1990-06-29,2007-05-31
40095,022536,C,00X,NU,,,-1.0,1989-07-01,1990-06-28
40096,022536,P,01,LU,76208.0,10658.0,1.0,1990-06-29,2000-10-31
40097,022542,C,00X,NR,,,-1.0,1989-01-01,1990-06-20
40098,022542,C,01,NR,,,-1.0,1995-05-09,2005-06-22
40099,022542,C,01,NR,,,-1.0,2013-06-29,2014-12-31
40100,022542,C,01,LC,76355.0,10647.0,1.0,1990-06-21,1995-05-08
40101,022542,C,01,LC,76355.0,10647.0,1.0,2005-06-23,2013-06-28
40102,022543,C,00X,NU,,,-1.0,1988-10-01,1990-06-21
40103,022543,C,01,LU,76360.0,10651.0,1.0,1990-06-22,
40104,022544,C,00X,NU,,,-1.0,1990-01-01,1990-06-28
40105,022544,P,01,NU,,,-1.0,1990-06-29,1990-07-01
40106,022544,P,01,NU,,,-1.0,2006-04-27,2011-09-30
40107,022544,P,01,LU,76252.0,26101.0,1.0,1990-07-02,2006-04-26
40108,022545,P,01,LU,76370.0,10649.0,1.0,1990-06-22,1998-03-31
40109,022546,C,00X,NU,,,-1.0,1990-01-01,1990-06-28
40110,022546,P,01,NU,,,-1.0,1990-06-29,1990-07-19
40111,022546,P,01,LU,76251.0,26100.0,1.0,1990-07-20,2001-11-30
40112,022548,C,00X,NU,,,-1.0,1989-11-01,1990-06-21
40113,022548,P,01,LU,76220.0,26083.0,1.0,1990-06-22,2016-10-31
40114,022553,C,00X,NU,,,-1.0,1987-01-01,1990-04-29
40115,022553,P,02,LU,10695.0,8597.0,1.0,1990-04-30,1991-07-31
40116,022553,C,99X,NU,,,-1.0,1991-08-01,1991-09-30
40117,022555,P,01,NR,,,-1.0,1994-08-03,2007-10-14
40118,022555,P,01,LC,76398.0,10676.0,1.0,1990-07-11,1994-08-02
40119,022555,P,01,LC,76398.0,10676.0,1.0,2007-10-15,
40120,022556,C,00X,NU,,,-1.0,1986-05-01,1990-07-01
40121,022556,C,00X,LU,76297.0,10666.0,1.0,1990-07-02,1990-07-30
40122,022556,C,01,NU,,,-1.0,1992-02-04,
40123,022556,C,01,LU,76297.0,10666.0,1.0,1990-07-31,1992-02-03
40124,022558,C,00X,NU,,,-1.0,1986-01-01,1990-07-02
40125,022558,P,01,LU,76394.0,10667.0,1.0,1990-07-03,1992-07-31
40126,022559,C,00X,NR,,,-1.0,2014-01-01,2014-12-17
40127,022559,P,01,LS,15112.0,55136.0,1.0,2014-12-18,
40128,022567,C,00X,NU,,,-1.0,1990-01-01,1990-07-12
40129,022567,C,02,NU,,,-1.0,1995-03-24,2014-12-31
40130,022567,C,02,LU,76335.0,10681.0,1.0,1990-07-13,1995-03-23
40131,022570,P,01,LC,91038.0,50013.0,1.0,2005-12-19,
40132,022570,C,01C,NU,,,-1.0,1988-09-30,2005-12-18
40133,022570,N,01C,LX,91038.0,50013.0,-1.0,2005-12-19,
40134,022578,C,00X,NU,,,-1.0,1990-01-01,1991-05-12
40135,022578,C,01,NU,,,-1.0,1998-02-11,
40136,022578,C,01,LU,76862.0,10930.0,1.0,1991-05-13,1998-02-10
40137,022583,C,00X,NR,,,-1.0,2012-05-01,2016-05-30
40138,022583,P,01,LC,16076.0,55577.0,1.0,2016-05-31,
40139,022590,C,00X,NR,,,-1.0,2013-01-01,2014-12-30
40140,022590,P,01,NR,,,-1.0,2014-12-31,2015-06-29
40141,022590,P,01,LC,15433.0,55317.0,1.0,2015-06-30,
40142,022601,C,00X,NR,,,-1.0,1993-01-01,1994-09-12
40143,022601,P,01,NR,,,-1.0,2005-05-21,2007-11-30
40144,022601,P,01,LU,80946.0,13301.0,1.0,1994-09-13,2005-05-20
40145,022603,C,00X,NR,,,-1.0,2010-01-01,2015-03-11
40146,022603,P,01,LC,15264.0,55208.0,1.0,2015-03-12,
40147,022604,P,90,LC,15171.0,55166.0,1.0,2015-01-28,
40148,022612,C,00X,NU,,,-1.0,1989-02-01,1990-07-02
40149,022612,P,01,LU,76217.0,10669.0,1.0,1990-07-03,2016-01-04
40150,022615,C,00X,NR,,,-1.0,1989-07-01,1990-07-11
40151,022615,P,01,LU,76248.0,26097.0,1.0,1990-07-12,1997-04-30
40152,022615,C,99X,NU,,,-1.0,1997-05-01,1997-05-30
40153,022617,C,00X,NR,,,-1.0,1988-05-01,1990-07-11
40154,022617,C,01,NR,,,-1.0,1991-04-10,
40155,022617,C,01,LC,76325.0,10641.0,1.0,1990-07-12,1991-04-09
40156,022619,C,00X,NU,,,-1.0,1989-04-01,1990-07-12
40157,022619,P,01,NU,,,-1.0,2003-11-29,2013-12-06
40158,022619,P,01,LU,76222.0,10680.0,1.0,1990-07-13,2003-11-28
40159,022627,C,00X,NR,,,-1.0,2014-01-01,2014-12-22
40160,022627,P,01,LS,15111.0,52902.0,1.0,2014-12-23,
40161,022629,C,00X,NR,,,-1.0,2012-01-01,2015-01-29
40162,022629,P,01,LC,15159.0,55160.0,1.0,2015-01-30,
40163,022632,P,01,NU,,,-1.0,1990-07-31,2002-04-14
40164,022632,P,01,LC,89369.0,43014.0,1.0,2002-04-15,
40165,022637,C,00X,NR,,,-1.0,2012-07-01,2015-06-25
40166,022637,P,01,NR,,,-1.0,2017-07-11,2017-10-01
40167,022637,P,01,LC,15441.0,55322.0,1.0,2015-06-26,2017-07-10
40168,022637,P,01,LC,15441.0,55322.0,1.0,2017-10-02,
40169,022650,P,01,NR,,,-1.0,1990-07-31,2004-03-23
40170,022650,P,01,LC,90069.0,44979.0,1.0,2004-03-24,2016-09-30
40171,022650,N,01C,LX,90069.0,44979.0,-1.0,2006-01-31,2016-09-30
40172,022653,C,00X,NR,,,-1.0,2009-04-01,2015-02-09
40173,022653,P,01,LC,15168.0,55163.0,1.0,2015-02-10,
40174,022657,C,00X,NU,,,-1.0,1991-01-01,1993-04-26
40175,022657,P,01,LU,79101.0,12099.0,1.0,1993-04-27,2001-08-31
40176,022659,C,00X,NU,,,-1.0,1986-10-01,1990-09-18
40177,022659,C,00X,LU,76402.0,10754.0,1.0,1990-09-19,1990-09-27
40178,022659,P,02,NU,,,-1.0,2001-05-16,2015-12-31
40179,022659,P,02,LU,76402.0,10754.0,1.0,1990-09-28,2001-05-15
40180,022666,C,00X,NU,,,-1.0,1988-09-01,1990-09-27
40181,022666,C,01,NU,,,-1.0,1992-12-10,2002-07-31
40182,022666,C,01,LU,76406.0,10761.0,1.0,1990-09-28,1992-12-09
40183,022667,C,00X,NR,,,-1.0,2012-01-01,2015-01-28
40184,022667,P,01,LC,15176.0,55168.0,1.0,2015-01-29,2018-02-28
40185,022668,C,00X,NR,,,-1.0,1990-01-01,1990-07-09
40186,022668,P,01,LC,76238.0,26088.0,1.0,1990-07-10,2004-05-28
40187,022671,C,00X,NR,,,-1.0,2012-01-01,2014-12-19
40188,022671,P,01,LC,17073.0,677.0,1.0,2014-12-20,
40189,022672,C,00X,NR,,,-1.0,2012-01-01,2015-01-29
40190,022672,P,01,LC,15167.0,55162.0,1.0,2015-01-30,
40191,022673,C,00X,NR,,,-1.0,2014-01-01,2015-01-28
40192,022673,P,01,LC,15177.0,55169.0,1.0,2015-01-29,
40193,022674,C,00X,NR,,,-1.0,2012-01-01,2015-02-05
40194,022674,P,01,LC,15194.0,55181.0,1.0,2015-02-06,
40195,022675,C,00X,NR,,,-1.0,2012-07-01,2015-07-06
40196,022675,P,90,LC,15526.0,55360.0,1.0,2015-07-07,
40197,022676,C,00X,NR,,,-1.0,2012-01-01,2015-02-26
40198,022676,P,01,NR,,,-1.0,2015-02-27,2015-02-28
40199,022676,C,01,NR,,,-1.0,2015-03-01,2015-03-17
40200,022676,N,01,NR,,,-1.0,2015-03-18,2015-03-31
40201,022676,P,02,LC,15268.0,55192.0,1.0,2015-03-18,
40202,022677,P,01,LU,83153.0,14361.0,1.0,1996-02-13,1999-10-29
40203,022678,C,00X,NU,,,-1.0,1987-01-01,1990-07-09
40204,022678,P,01,LU,76269.0,10672.0,1.0,1990-07-10,1992-03-31
40205,022681,C,00X,NU,,,-1.0,1988-10-01,1990-07-11
40206,022681,P,01,LU,76410.0,10592.0,1.0,1990-07-12,2000-11-30
40207,022695,C,00X,NU,,,-1.0,1992-05-01,1993-11-30
40208,022695,P,01,NU,,,-1.0,2002-08-02,2003-06-30
40209,022695,P,01,LU,80063.0,12625.0,1.0,1993-12-01,2002-08-01
40210,022696,P,01,LS,15098.0,53005.0,1.0,2014-12-31,
40211,022697,C,00X,NR,,,-1.0,2012-01-01,2015-01-29
40212,022697,P,01,LC,15184.0,55175.0,1.0,2015-01-30,
40213,022698,C,00X,NR,,,-1.0,2012-01-01,2015-04-08
40214,022698,P,01,LC,15285.0,55225.0,1.0,2015-04-09,2016-11-21
40215,022704,C,00X,NR,,,-1.0,2012-01-01,2015-01-29
40216,022704,P,01,LC,15172.0,55167.0,1.0,2015-01-30,
40217,022708,C,00X,NR,,,-1.0,2011-01-01,2015-02-11
40218,022708,P,01,LC,15220.0,55195.0,1.0,2015-02-12,
40219,022709,C,00X,NR,,,-1.0,2013-01-01,2015-01-29
40220,022709,P,01,LC,15183.0,55173.0,1.0,2015-01-30,
40221,022713,C,00X,NR,,,-1.0,2013-01-01,2015-05-05
40222,022713,P,01,LC,15374.0,55274.0,1.0,2015-05-06,
40223,022715,C,00X,NR,,,-1.0,2012-07-01,2015-02-04
40224,022715,P,01,LC,15224.0,55198.0,1.0,2015-02-05,2017-07-31
40225,022717,C,00X,NR,,,-1.0,1946-07-01,1989-01-30
40226,022717,P,01,NR,,,-1.0,1989-01-31,1993-03-23
40227,022717,P,01,LC,79013.0,12038.0,1.0,1993-03-24,
40228,022718,P,01,NR,,,-1.0,1990-07-31,2005-01-02
40229,022718,P,01,LC,90532.0,46100.0,1.0,2005-01-03,2008-06-27
40230,022729,C,00X,NR,,,-1.0,1993-01-01,1995-05-25
40231,022729,P,01,NR,,,-1.0,2013-03-21,
40232,022729,P,01,LC,81651.0,13747.0,1.0,1995-05-26,2013-03-20
40233,022730,C,00X,NU,,,-1.0,1989-03-01,1990-07-17
40234,022730,C,01,NU,,,-1.0,1995-08-17,2007-06-29
40235,022730,C,01,LU,76460.0,10674.0,1.0,1990-07-18,1995-08-16
40236,022731,C,00X,NR,,,-1.0,2008-10-01,2015-02-01
40237,022731,P,01,LC,15144.0,55157.0,1.0,2015-02-02,
40238,022734,C,00X,NR,,,-1.0,2010-01-01,2015-06-30
40239,022734,P,01,LC,15401.0,55293.0,1.0,2015-07-01,2016-06-02
40240,022741,C,00X,NR,,,-1.0,2010-01-01,2015-06-30
40241,022741,P,01,LC,15398.0,55290.0,1.0,2015-07-01,
40242,022751,C,00X,NU,,,-1.0,1990-01-01,1990-07-09
40243,022751,P,01,LU,76443.0,10673.0,1.0,1990-07-10,2005-10-31
40244,022761,P,01,NR,,,-1.0,1990-07-31,2004-02-09
